codice,x,y,anno,mese,misura livello (metri da p.c.),Quota rifgerimento [m],Piezometria [m s.l.m.]
0151461161,1515891,5032769,1996,1,9.10,112.95,103.85
0151461161,1515891,5032769,1996,2,8.90,112.95,104.05
0151461161,1515891,5032769,1996,3,9.20,112.95,103.75
0151461161,1515891,5032769,1996,4,9.20,112.95,103.75
0151461161,1515891,5032769,1996,5,9.20,112.95,103.75
0151461161,1515891,5032769,1996,6,9.30,112.95,103.65
0151461161,1515891,5032769,1996,7,8.90,112.95,104.05
0151461161,1515891,5032769,1996,8,8.20,112.95,104.75
0151461161,1515891,5032769,1996,9,8.40,112.95,104.55
0151461161,1515891,5032769,1996,10,8.20,112.95,104.75
0151461161,1515891,5032769,1996,11,8.20,112.95,104.75
0151461161,1515891,5032769,1996,12,7.10,112.95,105.85
0151461161,1515891,5032769,1997,1,9.20,112.95,103.75
0151461161,1515891,5032769,1997,2,7.70,112.95,105.25
0151461161,1515891,5032769,1997,3,7.85,112.95,105.10
0151461161,1515891,5032769,1997,4,8.20,112.95,104.75
0151461161,1515891,5032769,1997,5,8.10,112.95,104.85
0151461161,1515891,5032769,1997,6,7.80,112.95,105.15
0151461161,1515891,5032769,1997,7,7.40,112.95,105.55
0151461161,1515891,5032769,1997,8,7.30,112.95,105.65
0151461161,1515891,5032769,1997,9,7.10,112.95,105.85
0151461161,1515891,5032769,1997,10,7.30,112.95,105.65
0151461161,1515891,5032769,1997,11,7.00,112.95,105.95
0151461161,1515891,5032769,1997,12,7.10,112.95,105.85
0151461161,1515891,5032769,1998,1,6.80,112.95,106.15
0151461161,1515891,5032769,1998,2,6.80,112.95,106.15
0151461161,1515891,5032769,1998,3,7.10,112.95,105.85
0151461161,1515891,5032769,1998,4,7.00,112.95,105.95
0151461161,1515891,5032769,1998,5,7.10,112.95,105.85
0151461161,1515891,5032769,1998,6,6.80,112.95,106.15
0151461161,1515891,5032769,1998,7,6.90,112.95,106.05
0151461161,1515891,5032769,1998,8,6.85,112.95,106.10
0151461161,1515891,5032769,1998,9,7.20,112.95,105.75
0151461161,1515891,5032769,1998,10,7.55,112.95,105.40
0151461161,1515891,5032769,1998,11,8.10,112.95,104.85
0151461161,1515891,5032769,1998,12,8.20,112.95,104.75
0151461161,1515891,5032769,1999,1,7.90,112.95,105.05
0151461161,1515891,5032769,1999,2,8.20,112.95,104.75
0151461161,1515891,5032769,1999,3,8.40,112.95,104.55
0151461161,1515891,5032769,1999,4,8.50,112.95,104.45
0151461161,1515891,5032769,1999,5,9.00,112.95,103.95
0151461161,1515891,5032769,1999,6,9.00,112.95,103.95
0151461161,1515891,5032769,1999,7,8.90,112.95,104.05
0151461161,1515891,5032769,1999,8,8.50,112.95,104.45
0151461161,1515891,5032769,1999,9,8.30,112.95,104.65
0151461161,1515891,5032769,1999,10,8.10,112.95,104.85
0151461161,1515891,5032769,1999,11,7.70,112.95,105.25
0151461161,1515891,5032769,1999,12,8.40,112.95,104.55
0151461161,1515891,5032769,2000,1,8.80,112.95,104.15
0151461161,1515891,5032769,2000,2,9.00,112.95,103.95
0151461161,1515891,5032769,2000,3,9.50,112.95,103.45
0151461161,1515891,5032769,2000,4,9.70,112.95,103.25
0151461161,1515891,5032769,2000,5,9.70,112.95,103.25
0151461161,1515891,5032769,2000,6,9.70,112.95,103.25
0151461161,1515891,5032769,2000,7,9.40,112.95,103.55
0151461161,1515891,5032769,2000,8,9.35,112.95,103.60
0151461161,1515891,5032769,2000,9,9.00,112.95,103.95
0151461161,1515891,5032769,2000,10,9.00,112.95,103.95
0151461161,1515891,5032769,2000,11,9.00,112.95,103.95
0151461161,1515891,5032769,2000,12,8.90,112.95,104.05
0151461161,1515891,5032769,2001,1,8.30,112.95,104.65
0151461161,1515891,5032769,2001,2,8.50,112.95,104.45
0151461161,1515891,5032769,2001,3,8.40,112.95,104.55
0151461161,1515891,5032769,2001,4,8.50,112.95,104.45
0151461161,1515891,5032769,2001,5,8.10,112.95,104.85
0151461161,1515891,5032769,2001,6,8.40,112.95,104.55
0151461161,1515891,5032769,2001,7,8.60,112.95,104.35
0151461161,1515891,5032769,2001,8,8.20,112.95,104.75
0151461161,1515891,5032769,2001,9,8.10,112.95,104.85
0151461161,1515891,5032769,2001,10,8.00,112.95,104.95
0151461161,1515891,5032769,2001,11,8.00,112.95,104.95
0151461161,1515891,5032769,2001,12,8.40,112.95,104.55
0151461161,1515891,5032769,2002,1,8.40,112.95,104.55
0151461161,1515891,5032769,2002,2,6.20,112.95,106.75
0151461161,1515891,5032769,2002,3,8.10,112.95,104.85
0151461161,1515891,5032769,2002,4,8.10,112.95,104.85
0151461161,1515891,5032769,2002,5,7.90,112.95,105.05
0151461161,1515891,5032769,2002,6,8.00,112.95,104.95
0151461161,1515891,5032769,2002,7,7.80,112.95,105.15
0151461161,1515891,5032769,2002,8,7.30,112.95,105.65
0151461161,1515891,5032769,2002,9,7.30,112.95,105.65
0151461161,1515891,5032769,2002,10,7.50,112.95,105.45
0151461161,1515891,5032769,2002,11,7.10,112.95,105.85
0151461161,1515891,5032769,2002,12,7.00,112.95,105.95
0151461161,1515891,5032769,2003,1,7.00,112.95,105.95
0151461161,1515891,5032769,2003,2,7.40,112.95,105.55
0151461161,1515891,5032769,2003,3,7.60,112.95,105.35
0151461161,1515891,5032769,2003,4,8.00,112.95,104.95
0151461161,1515891,5032769,2003,5,7.95,112.95,105.00
0151461161,1515891,5032769,2003,6,8.60,112.95,104.35
0151461161,1515891,5032769,2003,7,8.40,112.95,104.55
0151461161,1515891,5032769,2003,8,8.35,112.95,104.60
0151461161,1515891,5032769,2003,9,8.80,112.95,104.15
0151461161,1515891,5032769,2003,10,9.10,112.95,103.85
0151461161,1515891,5032769,2003,11,8.90,112.95,104.05
0151461161,1515891,5032769,2003,12,8.60,112.95,104.35
0151461161,1515891,5032769,2004,1,8.40,112.95,104.55
0151461161,1515891,5032769,2004,2,8.25,112.95,104.70
0151461161,1515891,5032769,2004,3,8.00,112.95,104.95
0151461161,1515891,5032769,2004,4,7.90,112.95,105.05
0151461161,1515891,5032769,2004,5,7.50,112.95,105.45
0151461161,1515891,5032769,2004,6,7.60,112.95,105.35
0151461161,1515891,5032769,2004,8,7.70,112.95,105.25
0151461161,1515891,5032769,2004,9,8.10,112.95,104.85
0151461161,1515891,5032769,2004,10,8.20,112.95,104.75
0151461161,1515891,5032769,2004,11,8.40,112.95,104.55
0151461161,1515891,5032769,2004,12,8.20,112.95,104.75
0151461161,1515891,5032769,2005,1,8.20,112.95,104.75
0151461161,1515891,5032769,2005,2,8.30,112.95,104.65
0151461161,1515891,5032769,2005,3,8.40,112.95,104.55
0151461161,1515891,5032769,2005,4,8.45,112.95,104.50
0151461161,1515891,5032769,2005,5,8.35,112.95,104.60
0151461161,1515891,5032769,2005,6,8.50,112.95,104.45
0151461161,1515891,5032769,2005,7,8.60,112.95,104.35
0151461161,1515891,5032769,2005,8,8.35,112.95,104.60
0151461161,1515891,5032769,2005,9,8.30,112.95,104.65
0151461161,1515891,5032769,2005,10,8.50,112.95,104.45
0151461161,1515891,5032769,2005,11,8.20,112.95,104.75
0151461161,1515891,5032769,2005,12,8.35,112.95,104.60
0151461161,1515891,5032769,2006,1,8.55,112.95,104.40
0151461161,1515891,5032769,2006,2,8.65,112.95,104.30
0151461161,1515891,5032769,2006,3,8.40,112.95,104.55
0151461161,1515891,5032769,2006,4,8.45,112.95,104.50
0151461161,1515891,5032769,2006,5,8.30,112.95,104.65
0151461161,1515891,5032769,2006,6,8.55,112.95,104.40
0151461161,1515891,5032769,2006,7,8.70,112.95,104.25
0151461161,1515891,5032769,2006,8,8.40,112.95,104.55
0151461288,1517575,5036030,1996,1,13.10,116.77,103.67
0151461288,1517575,5036030,1996,2,13.00,116.77,103.77
0151461288,1517575,5036030,1996,3,12.90,116.77,103.87
0151461288,1517575,5036030,1996,4,12.80,116.77,103.97
0151461288,1517575,5036030,1996,5,13.10,116.77,103.67
0151461288,1517575,5036030,1996,6,13.40,116.77,103.37
0151461288,1517575,5036030,1996,7,13.10,116.77,103.67
0151461288,1517575,5036030,1996,8,12.90,116.77,103.87
0151461288,1517575,5036030,1996,9,12.80,116.77,103.97
0151461288,1517575,5036030,1996,10,12.60,116.77,104.17
0151461288,1517575,5036030,1996,11,12.45,116.77,104.32
0151461288,1517575,5036030,1996,12,12.10,116.77,104.67
0151461288,1517575,5036030,1997,1,12.00,116.77,104.77
0151461288,1517575,5036030,1997,2,11.80,116.77,104.97
0151461288,1517575,5036030,1997,3,11.80,116.77,104.97
0151461288,1517575,5036030,1997,4,12.00,116.77,104.77
0151461288,1517575,5036030,1997,5,13.10,116.77,103.67
0151461288,1517575,5036030,1997,6,12.40,116.77,104.37
0151461288,1517575,5036030,1997,7,12.10,116.77,104.67
0151461288,1517575,5036030,1997,8,11.60,116.77,105.17
0151461288,1517575,5036030,1997,9,11.90,116.77,104.87
0151461288,1517575,5036030,1997,10,11.70,116.77,105.07
0151461288,1517575,5036030,1997,11,11.90,116.77,104.87
0151461288,1517575,5036030,1997,12,11.80,116.77,104.97
0151461288,1517575,5036030,1998,1,11.80,116.77,104.97
0151461288,1517575,5036030,1998,2,11.80,116.77,104.97
0151461288,1517575,5036030,1998,3,11.80,116.77,104.97
0151461288,1517575,5036030,1998,4,11.70,116.77,105.07
0151461288,1517575,5036030,1998,5,11.70,116.77,105.07
0151461288,1517575,5036030,1998,6,11.90,116.77,104.87
0151461288,1517575,5036030,1998,7,12.00,116.77,104.77
0151461288,1517575,5036030,1998,8,12.00,116.77,104.77
0151461288,1517575,5036030,1998,9,11.90,116.77,104.87
0151461288,1517575,5036030,1998,10,11.70,116.77,105.07
0151461288,1517575,5036030,1998,11,11.60,116.77,105.17
0151461288,1517575,5036030,1998,12,12.10,116.77,104.67
0151461288,1517575,5036030,1999,1,12.00,116.77,104.77
0151461288,1517575,5036030,1999,2,12.00,116.77,104.77
0151461288,1517575,5036030,1999,3,12.30,116.77,104.47
0151461288,1517575,5036030,1999,4,12.10,116.77,104.67
0151461288,1517575,5036030,1999,5,12.90,116.77,103.87
0151461288,1517575,5036030,1999,6,13.00,116.77,103.77
0151461288,1517575,5036030,1999,7,12.90,116.77,103.87
0151461288,1517575,5036030,1999,8,12.90,116.77,103.87
0151461288,1517575,5036030,1999,9,12.40,116.77,104.37
0151461288,1517575,5036030,1999,10,12.50,116.77,104.27
0151461288,1517575,5036030,1999,11,12.20,116.77,104.57
0151461288,1517575,5036030,1999,12,12.10,116.77,104.67
0151461288,1517575,5036030,2000,1,12.10,116.77,104.67
0151461288,1517575,5036030,2000,2,12.60,116.77,104.17
0151461288,1517575,5036030,2000,3,12.80,116.77,103.97
0151461288,1517575,5036030,2000,4,13.10,116.77,103.67
0151461288,1517575,5036030,2000,5,13.20,116.77,103.57
0151461288,1517575,5036030,2000,6,13.10,116.77,103.67
0151461288,1517575,5036030,2000,7,13.30,116.77,103.47
0151461288,1517575,5036030,2000,8,13.20,116.77,103.57
0151461288,1517575,5036030,2000,9,13.30,116.77,103.47
0151461288,1517575,5036030,2000,10,13.00,116.77,103.77
0151461288,1517575,5036030,2000,11,12.60,116.77,104.17
0151461288,1517575,5036030,2000,12,12.50,116.77,104.27
0151461288,1517575,5036030,2001,1,12.40,116.77,104.37
0151461288,1517575,5036030,2001,2,12.40,116.77,104.37
0151461288,1517575,5036030,2001,3,12.40,116.77,104.37
0151461288,1517575,5036030,2001,4,12.30,116.77,104.47
0151461288,1517575,5036030,2001,5,12.40,116.77,104.37
0151461288,1517575,5036030,2001,6,12.50,116.77,104.27
0151461288,1517575,5036030,2001,7,12.80,116.77,103.97
0151461288,1517575,5036030,2001,8,12.50,116.77,104.27
0151461288,1517575,5036030,2001,9,12.20,116.77,104.57
0151461288,1517575,5036030,2001,10,12.20,116.77,104.57
0151461288,1517575,5036030,2001,11,12.50,116.77,104.27
0151461288,1517575,5036030,2001,12,12.40,116.77,104.37
0151461288,1517575,5036030,2002,1,12.60,116.77,104.17
0151461288,1517575,5036030,2002,2,12.70,116.77,104.07
0151461288,1517575,5036030,2002,3,12.50,116.77,104.27
0151461288,1517575,5036030,2002,4,12.30,116.77,104.47
0151461288,1517575,5036030,2002,5,12.55,116.77,104.22
0151461288,1517575,5036030,2002,6,12.70,116.77,104.07
0151461288,1517575,5036030,2002,7,12.60,116.77,104.17
0151461288,1517575,5036030,2002,8,12.30,116.77,104.47
0151461288,1517575,5036030,2002,9,12.10,116.77,104.67
0151461288,1517575,5036030,2002,10,11.90,116.77,104.87
0151461288,1517575,5036030,2002,11,12.00,116.77,104.77
0151461288,1517575,5036030,2002,12,11.20,116.77,105.57
0151461288,1517575,5036030,2003,1,11.50,116.77,105.27
0151461288,1517575,5036030,2003,2,11.40,116.77,105.37
0151461288,1517575,5036030,2003,3,11.60,116.77,105.17
0151461288,1517575,5036030,2003,4,11.80,116.77,104.97
0151461288,1517575,5036030,2003,5,12.40,116.77,104.37
0151461288,1517575,5036030,2003,6,12.50,116.77,104.27
0151461288,1517575,5036030,2003,7,12.60,116.77,104.17
0151461288,1517575,5036030,2003,8,12.40,116.77,104.37
0151461288,1517575,5036030,2003,9,12.20,116.77,104.57
0151461288,1517575,5036030,2003,11,12.00,116.77,104.77
0151461288,1517575,5036030,2003,12,12.10,116.77,104.67
0151461288,1517575,5036030,2004,1,12.20,116.77,104.57
0151461288,1517575,5036030,2004,2,12.10,116.77,104.67
0151461288,1517575,5036030,2004,3,12.30,116.77,104.47
0151461288,1517575,5036030,2004,4,11.90,116.77,104.87
0151461288,1517575,5036030,2004,5,11.70,116.77,105.07
0151461288,1517575,5036030,2004,6,11.70,116.77,105.07
0151461288,1517575,5036030,2004,8,12.10,116.77,104.67
0151461288,1517575,5036030,2004,9,12.10,116.77,104.67
0151461288,1517575,5036030,2004,10,11.90,116.77,104.87
0151461288,1517575,5036030,2004,11,12.10,116.77,104.67
0151461288,1517575,5036030,2004,12,14.10,116.77,102.67
0151461288,1517575,5036030,2005,1,12.10,116.77,104.67
0151461288,1517575,5036030,2005,2,11.90,116.77,104.87
0151461288,1517575,5036030,2005,3,12.10,116.77,104.67
0151461288,1517575,5036030,2005,4,12.15,116.77,104.62
0151461288,1517575,5036030,2005,5,13.30,116.77,103.47
0151461288,1517575,5036030,2005,6,12.40,116.77,104.37
0151461288,1517575,5036030,2005,7,12.70,116.77,104.07
0151461288,1517575,5036030,2005,8,12.70,116.77,104.07
0151461288,1517575,5036030,2005,9,12.50,116.77,104.27
0151461288,1517575,5036030,2005,10,12.30,116.77,104.47
0151461288,1517575,5036030,2005,11,12.40,116.77,104.37
0151461288,1517575,5036030,2005,12,12.50,116.77,104.27
0151461288,1517575,5036030,2006,1,12.40,116.77,104.37
0151461288,1517575,5036030,2006,2,12.50,116.77,104.27
0151461288,1517575,5036030,2006,3,12.60,116.77,104.17
0151461288,1517575,5036030,2006,4,12.50,116.77,104.27
0151461288,1517575,5036030,2006,5,12.75,116.77,104.02
0151461288,1517575,5036030,2006,6,12.50,116.77,104.27
0151461288,1517575,5036030,2006,7,13.00,116.77,103.77
0151461288,1517575,5036030,2006,8,13.10,116.77,103.67
0151461289,1517577,5035266,1997,3,13.40,117.09,103.69
0151461289,1517577,5035266,1997,4,13.40,117.09,103.69
0151461289,1517577,5035266,1997,5,13.70,117.09,103.39
0151461289,1517577,5035266,1997,6,13.60,117.09,103.49
0151461289,1517577,5035266,1997,7,13.50,117.09,103.59
0151461289,1517577,5035266,1997,8,13.00,117.09,104.09
0151461289,1517577,5035266,1997,9,13.20,117.09,103.89
0151461289,1517577,5035266,1997,10,13.10,117.09,103.99
0151461289,1517577,5035266,1997,11,13.30,117.09,103.79
0151461289,1517577,5035266,1997,12,13.10,117.09,103.99
0151461289,1517577,5035266,1998,1,13.00,117.09,104.09
0151461289,1517577,5035266,1998,2,13.00,117.09,104.09
0151461289,1517577,5035266,1998,3,13.30,117.09,103.79
0151461289,1517577,5035266,1998,4,13.10,117.09,103.99
0151461289,1517577,5035266,1998,5,13.00,117.09,104.09
0151461289,1517577,5035266,1998,6,13.10,117.09,103.99
0151461289,1517577,5035266,1998,7,13.10,117.09,103.99
0151461289,1517577,5035266,1998,8,13.10,117.09,103.99
0151461289,1517577,5035266,1998,9,13.00,117.09,104.09
0151461289,1517577,5035266,1998,10,12.90,117.09,104.19
0151461289,1517577,5035266,1998,11,13.00,117.09,104.09
0151461289,1517577,5035266,1998,12,13.40,117.09,103.69
0151461289,1517577,5035266,1999,1,13.30,117.09,103.79
0151461289,1517577,5035266,1999,2,13.50,117.09,103.59
0151461289,1517577,5035266,1999,3,13.50,117.09,103.59
0151461289,1517577,5035266,1999,4,13.40,117.09,103.69
0151461289,1517577,5035266,1999,5,13.90,117.09,103.19
0151461289,1517577,5035266,1999,6,14.10,117.09,102.99
0151461289,1517577,5035266,1999,7,14.10,117.09,102.99
0151461289,1517577,5035266,1999,8,14.10,117.09,102.99
0151461289,1517577,5035266,1999,9,13.30,117.09,103.79
0151461289,1517577,5035266,1999,10,13.50,117.09,103.59
0151461289,1517577,5035266,1999,11,13.40,117.09,103.69
0151461289,1517577,5035266,1999,12,13.40,117.09,103.69
0151461289,1517577,5035266,2000,1,13.40,117.09,103.69
0151461289,1517577,5035266,2000,2,13.40,117.09,103.69
0151461289,1517577,5035266,2000,3,14.10,117.09,102.99
0151461289,1517577,5035266,2000,4,14.50,117.09,102.59
0151461289,1517577,5035266,2000,5,14.40,117.09,102.69
0151461289,1517577,5035266,2000,6,14.40,117.09,102.69
0151461289,1517577,5035266,2000,7,14.60,117.09,102.49
0151461289,1517577,5035266,2000,8,14.20,117.09,102.89
0151461289,1517577,5035266,2000,9,14.40,117.09,102.69
0151461289,1517577,5035266,2000,10,14.10,117.09,102.99
0151461289,1517577,5035266,2000,11,12.30,117.09,104.79
0151461289,1517577,5035266,2000,12,13.80,117.09,103.29
0151461289,1517577,5035266,2001,1,13.70,117.09,103.39
0151461289,1517577,5035266,2001,2,13.70,117.09,103.39
0151461289,1517577,5035266,2001,3,13.70,117.09,103.39
0151461289,1517577,5035266,2001,4,13.45,117.09,103.64
0151461289,1517577,5035266,2001,5,14.00,117.09,103.09
0151461289,1517577,5035266,2001,6,14.00,117.09,103.09
0151461289,1517577,5035266,2001,7,14.00,117.09,103.09
0151461289,1517577,5035266,2001,8,13.80,117.09,103.29
0151461289,1517577,5035266,2001,9,13.80,117.09,103.29
0151461289,1517577,5035266,2001,10,13.80,117.09,103.29
0151461289,1517577,5035266,2001,11,13.70,117.09,103.39
0151461289,1517577,5035266,2001,12,13.80,117.09,103.29
0151461289,1517577,5035266,2002,1,13.65,117.09,103.44
0151461289,1517577,5035266,2002,2,13.50,117.09,103.59
0151461289,1517577,5035266,2002,3,13.50,117.09,103.59
0151461289,1517577,5035266,2002,4,13.90,117.09,103.19
0151461289,1517577,5035266,2002,5,13.50,117.09,103.59
0151461289,1517577,5035266,2002,6,13.80,117.09,103.29
0151461289,1517577,5035266,2002,7,13.60,117.09,103.49
0151461289,1517577,5035266,2002,8,13.50,117.09,103.59
0151461289,1517577,5035266,2002,9,12.80,117.09,104.29
0151461289,1517577,5035266,2002,10,13.20,117.09,103.89
0151461289,1517577,5035266,2002,11,13.10,117.09,103.99
0151461289,1517577,5035266,2002,12,12.30,117.09,104.79
0151461289,1517577,5035266,2003,1,12.30,117.09,104.79
0151461289,1517577,5035266,2003,2,12.60,117.09,104.49
0151461289,1517577,5035266,2003,3,12.80,117.09,104.29
0151461289,1517577,5035266,2003,4,13.10,117.09,103.99
0151461289,1517577,5035266,2003,5,13.70,117.09,103.39
0151461289,1517577,5035266,2003,6,14.00,117.09,103.09
0151461289,1517577,5035266,2003,7,13.90,117.09,103.19
0151461289,1517577,5035266,2003,8,13.40,117.09,103.69
0151461289,1517577,5035266,2003,9,13.80,117.09,103.29
0151461289,1517577,5035266,2003,10,14.00,117.09,103.09
0151461289,1517577,5035266,2003,11,13.70,117.09,103.39
0151461289,1517577,5035266,2003,12,13.45,117.09,103.64
0151461289,1517577,5035266,2004,1,13.40,117.09,103.69
0151461289,1517577,5035266,2004,2,13.30,117.09,103.79
0151461289,1517577,5035266,2004,3,13.00,117.09,104.09
0151461289,1517577,5035266,2004,4,13.00,117.09,104.09
0151461289,1517577,5035266,2004,5,12.70,117.09,104.39
0151461289,1517577,5035266,2004,6,12.90,117.09,104.19
0151461289,1517577,5035266,2004,8,13.10,117.09,103.99
