CODICE_SIF,CODICE_PP,PROVINCIA,COMUNE,DITTA_INDIRIZZO,DENOMINAZIONE,TIPO,X,Y,Z_BOCCA_POZZO,MOD_COORDINATE,FONTE_COORDINATE,PROFONDITA,FILTRI_DA,FILTRI_A,MODIFICAFILTRI_PROFONDITA,FILTRI,QUOTA_DTM,BASE_A_SLM,BASE_B_SLM,BASE_ISS_SLM,BASE_ISI_SLM,TIPO_FALDA,CLASSIFICAZIONE_POLITECNICO,CLASSIFICAZIONE_EUPOLIS,SCHEDA_STRATIGRAFICA,LIVELLI_FALDA,N_PRATICA_AGISCO,FONTE
0151700006,PO015170U0006,MI,PERO,Via Filippo Turati,VIA TURATI,,1507288.01,5039760.463,141.605774,,,141.25,70.50,76.50,,,141.61,100.95,61.75,103.46,64.16,SEPARATA,B,ISI-ISP,,,,AMIACQUE
0151700007,PO015170U0007,MI,PERO,Via Papa Giovanni XXIII,VIA GIOVANNI XXIII,,1505806.84,5039877.607,144.187469,,,109.80,45.50,78.00,,,144.19,92.33,55.60,102.94,67.03,SEPARATA,A+B,ISI-ISP,,,,AMIACQUE
0151540027,PO015154NR0027,MI,NERVIANO,SATTA BOTTELLI MANIFATTURA,,POZZO,1497670,5045530,,,,100,39,95.00,,,181.85,144.27739,95.60387,122.22118,90.32583,INDISTINTA,B+C,ISS+ISI,,,,progPLUMES
0151700024,PO015170NR0024,MI,PERO,Petronas Lubricants Italy S.p.a.,,,1506167,5040192,,,,ND,ND,ND,,,147.58,115.47122,66.04451,104.27387,68.40854,SEPARATA,DUBBIO,DUBBIO,,,,progPLUMES
0151700025,PO015170NR0025,MI,PERO,Petronas Lubricants Italy S.p.a.,,,1506167,5040192,,,,ND,ND,ND,,,147.58,115.47122,66.04451,104.27387,68.40854,SEPARATA,DUBBIO,DUBBIO,,,,progPLUMES
0151700078,PO015170NR0078,MI,PERO,AGIP PETROLI - S.S. 33 DEL SEMPIONE,MS16,PIEZOMETRO,1506925.468,5039983.271,142.65,SI,DA PRATICA,45.00,25.00,45.00,SI,SI,142.40,113.24,65.88,104.19,60.94,SEPARATA,B,ISS+ISI,ASSENTE,ASSENTE, MI182.0012,MIND
0151700094,PO015170U0094,MI,PERO,Via Papa Giovanni XXIII,VIA GIOVANNI XXIII,,1505794.781,5039920.386,144.587646,,,201.55,131.14,196.50,,,144.59,92.33,55.60,102.94,67.03,SEPARATA,C,ISP,,,,AMIACQUE
0151700095,PO015170NU0095,MI,PERO,"GMV MARTINI SPA - via Don Gnocchi, 10",,PIEZOMETRO,1507180,5040000,,,,30,ND,ND,,,141.85,111.67654,65.80253,104.39312,66.03224,SEPARATA,A,ISS,,,,progPLUMES
0151700099,PO015170NR0099,MI,PERO,CAVA BOSSI - VIA DEI BOSCHI 3,PZ3,PIEZOMETRO,1505670,5039510,,,DA SIF,35.00,3.00,34.00,,SINGOLO,142.94,114.75,60.71,100.60,60.31,SEPARATA,A+B,ISS,Log Stratigrafici\0151700099.pdf,Livelli Piezometrici\0151700099.pdf,,MIND
0151700101,PO015170NR0101,MI,PERO,CARBOTERMO SPA - PZ1 - VIA TURATI 25,,PIEZOMETRO,1507260,5039804,,,,18.00,6.00,18.00,,,141.54,110.80086,64.94727,104.60808,65.64569,SEPARATA,A,DUBBIO,,,,progPLUMES
0151700103,PO015170NR0103,MI,PERO,CARBOTERMO SPA - VIA TURATI 25,PZ3,PIEZOMETRO,1507334,5039811,,,DA DB ACCESS,18.00,6.00,18.00,,SINGOLO,141.16,109.93,64.83,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700103.pdf,ASSENTE, MI170.0002,MIND
0151700105,PO015170NR0105,MI,PERO,PROVINCIA DI MILANO (RCT 2) - VIA D'ANNUNZIO-VIA ALESSANDRINI,,PIEZOMETRO,1506980,5039850,,,,30,ND,ND,,,143.68,112.627,65.33595,104.18633,66.24516,SEPARATA,A,ISS,,,,progPLUMES
0151700166,"PO0151700RA206	",MI,PERO,AGIP PETROLI  - S.S. 33 DEL SEMPIONE,MS30 BIS,PIEZOMETRO,1506592.298,5040137.816,,SI,DA PRATICA,ND,ND,ND,,ND,144.36,115.11,66.37,104.82,63.73,SEPARATA,DUBBIO,ISS,ASSENTE,ASSENTE,MI182.0012,MIND
0151700168,PO015170NRA302,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10 ,PZ168,PIEZOMETRO,1507304,5039900,,SI,DA SIF,20.00,18.50,20.00,SI,SINGOLO,141.75,110.69,65.36,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700168.pdf,ASSENTE,MI170.0018,MIND
0151700169,PO015170NRA308,MI,PERO,CARBOTERMO SPA - VIA TURATI 25 ,PZ7,PIEZOMETRO,1507306,5039759,,,DA DB ACCESS,18.00,6.00,18.00,,SINGOLO,141.29,110.47,64.67,103.46,58.09,SEPARATA,A,ISS,Log Stratigrafici\0151700169.pdf,ASSENTE,MI170.0002,MIND
0151700170,PO015170NR0170,MI,PERO,CARBOTERMO SPA - VIA TURATI 25 ,PZ8,PIEZOMETRO,1507240,5039814,,,DA DB ACCESS,15.00,6.00,15.00,,SINGOLO,141.32,111.05,64.99,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700170.pdf,ASSENTE, MI170.0002,MIND
0151700175,PO015170NRA331,MI,PERO,CARBOTERMO SPA - VIA TURATI 25 ,PB2,PIEZOMETRO,1507291,5039782,,,DA DB ACCESS,21.00,3.50,21.00,SI,SINGOLO,141.25,110.49,64.77,103.46,58.09,SEPARATA,A,ISS,Log Stratigrafici\0151700175.pdf,ASSENTE, MI170.0002,MIND
0151700177,PO015170NRA280,MI,PERO,CARBOTERMO SPA - VIA TURATI 25 ,PB1,PIEZOMETRO,1507319,5039807,,,DA DB ACCESS,21.00,3.50,21.00,SI,SINGOLO,141.04,110.24,64.86,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700177.pdf,ASSENTE,MI170.0002,MIND
0151700178,PO015170NRA292,MI,PERO,AGIP PETROLI - AREA EX DEIN/IPB - VIA BUONARROTI,MS17 BIS,PIEZOMETRO,1505428,5040940,148.25,,DA SIF,45.00,25.00,45.00,SI,SI,147.70,117.52,72.20,107.33,72.45,TRANSIZIONE,A+B,ISS,ASSENTE,ASSENTE,,MIND
0151700195,PO015170NRA324,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10 ,PZ195,PIEZOMETRO,1507352,5039840,,SI,DA SIF,21.00,6.00,19.00,SI,SINGOLO,141.70,109.97,64.93,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700195.pdf,ASSENTE,MI170.0018,MIND
0151700196,PO0151700RA180,MI,PERO,Sito GMV Italia s.r.l.,,PIEZOMETRO,1507253,5039993,,,,20,6,19.00,,,141.48,110.96681,65.72503,104.60808,65.64569,SEPARATA,A,ISS,,,,progPLUMES
0151700197,PO015170NRA301,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10,PZ197,PIEZOMETRO,1507263,5039996,,,DA SIF,18.00,6.00,16.00,SI,SINGOLO,141.92,110.97,65.73,104.61,59.87,SEPARATA,A,ISS,Log Stratigrafici\0151700197.pdf,ASSENTE,MI170.0018,MIND
0151700200,PO015170NRA300,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10 ,PZ200,PIEZOMETRO,1507247,5040028,,,DA SIF,20.00,7.00,20.00,,SINGOLO,142.05,111.31,65.94,105.78,61.67,SEPARATA,A,ISS,Log Stratigrafici\0151700200.pdf,ASSENTE,MI170.0018,MIND
0151700212,PO0151700RA175,MI,PERO,RNA - Via dei boschi 1/a (PZ1),,PIEZOMETRO,1505611,5039101,,,,15,ND,ND,,,141.42,114.83378,57.46838,98.60751,60.76125,SEPARATA,A,ISS,,,,progPLUMES
0151700213,PO0151700RA176,MI,PERO,RNA - Via dei boschi 1/a (PZ2),,PIEZOMETRO,1505705,5039120,,,,15,ND,ND,,,141.19,113.86738,57.55825,98.60751,60.76125,SEPARATA,A,ISS,,,,progPLUMES
0151700214,PO0151700RA177,MI,PERO,RNA - Via dei boschi 1/a (PZ3),,PIEZOMETRO,1505734,5039004,,,,15,ND,ND,,,140.98,113.4165,56.7378,98.60751,60.76125,SEPARATA,A,ISS,,,,progPLUMES
0151700215,PO0151700RA178,MI,PERO,RNA - Via dei boschi 1/a (PZ4),,PIEZOMETRO,1505816,5039021,,,,15,ND,ND,,,141.31,112.18598,56.7868,98.83918,60.5462,SEPARATA,A,ISS,,,,progPLUMES
0151700216,PO015170NRA255,MI,PERO,Ex Cam Petroli - Via Sempione 220 - PZ2,,PIEZOMETRO,1505181,5041120,,,,15,ND,ND,,,148.27,117.22551,74.31844,107.45852,76.1474,TRANSIZIONE,A,ISS,,,,progPLUMES
0151700218,PO015170NRA293,MI,PERO,EX CAM PETROLI - VIA SEMPIONE 230,PZ5 MONTE,PIEZOMETRO,1505362,5040868,,,DA SIF,15.00,ND,ND,,PARZIALE,148.44,117.24,71.57,106.94,72.72,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,MI170.0026,MIND
0151700225,PO015170NRA311,MI,PERO,EX CAM PETROLI - VIA SEMPIONE 230,PZE,PIEZOMETRO,1505430,5040883,,,DA DB ACCESS,15.00,ND,ND,,PARZIALE,147.75,117.36,71.74,107.33,72.45,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,MI170.0026,MIND
0151700227,PO015170NRA307,MI,PERO,CAMFIN (EX CAM PETROLI) ORA FONDO VIVALDI - VIA BUONARROTI,PZPOC,PIEZOMETRO,1505447.65,5040745.74,,,DA DB ACCESS,45.00,6.00,44.00,SI,SINGOLO,147.28,116.60,70.44,106.36,70.80,TRANSIZIONE,A+B,ISS,Log Stratigrafici\0151700227.pdf,ASSENTE,MI170.0032,MIND
0151700232,PO015170NRA323,MI,PERO,Oxon - PZ1,,PIEZOMETRO,1506017.63,5040177.98,,,,25,ND,ND,,,145.87,114.69025,65.85417,104.27387,68.40854,SEPARATA,A,ISS,,,,progPLUMES
0151700238,PO015170U0238,MI,PERO,Via Fratelli Bandiera,VIA PISACANE - BERGAMINA 2,,1506612.783,5039142.392,140.919006,,,200.00,70.50,192.00,,,140.92,94.00,57.12,99.70,59.44,SEPARATA,C,ISI-ISP,,,,AMIACQUE
0151700241,PO015170NRA235,MI,PERO,PETRONAS LUBRICANTS S.P.A -  STRADA DEL SEMPIONE 191 ,PZ1,PIEZOMETRO,1506063.59,5040212.54,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,145.32,114.66,66.10,105.34,66.28,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151700242,PO015170NRA236,MI,PERO,OXON - STRADA DEL SEMPIONE 195 - BARRIERA PETRONAS + OXON ,PZ2,PIEZOMETRO,1506196.87,5040092.16,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,144.62,113.84,65.42,104.27,64.59,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151700243,PO015170NRA237,MI,PERO,PETRONAS LUBRICANTS S.P.A -  STRADA DEL SEMPIONE 191 ,PZ3,PIEZOMETRO,1506171.11,5040061.92,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,144.40,113.83,65.21,104.27,64.59,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151700244,PO015170NRA238,MI,PERO,OXON - STRADA DEL SEMPIONE 195 - BARRIERA PETRONAS + OXON ,PZ4,PIEZOMETRO,1506071,5040054,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,144.55,114.16,65.03,104.27,64.59,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151700245,PO015170NRA275,MI,PERO,EX CAM PETROLI - VIA SEMPIONE 230,PZ2 NUOVO VALLE,PIEZOMETRO,1505493.41,5040785.7,,,DA DB ACCESS,21.00,9.00,21.00,,SINGOLO,147.75,116.71,70.86,106.36,70.80,TRANSIZIONE,A,ISS,Log Stratigrafici\0151700245.pdf,ASSENTE,MI170.0026,MIND
0151700250,PO015170NR0004,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10 ,PZB,PIEZOMETRO,1507253.91,5039994.42,139.78,,DA SIF,20.00,7.00,20.00,,SI,142.11,111.22,65.72,104.61,59.87,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI170.0018,MIND
0151700251,PO015170NR0005,MI,PERO,GMV MARTINI SPA - VIA DON GNOCCHI 10,PZC,PIEZOMETRO,1507291.41,5039910.1,140.00,,DA SIF,20.00,7.00,20.00,,SI,141.80,110.69,65.36,104.61,59.87,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI170.0018,MIND
0151700252,PO015170NR0252,MI,PERO, CARBOTERMO SPA - VIA TURATI 25 ,PZ12,PIEZOMETRO,1507331.91,5039821.33,,,DA SIF,15,3,15.00,,SINGOLO,141.37,110.28,64.98,104.61,59.87,SEPARATA ,A,ISS,Log Stratigrafici\0151700252.pdf,ASSENTE,MI170.0002,MIND
0151700305,PO015170NR0305,MI,PERO,PZ5 - ex CAM - Rho,,,1505362,5040868,,,,ND,ND,ND,,,147.93,117.23595,71.57295,106.93775,74.65431,TRANSIZIONE,A,DUBBIO,,,,progPLUMES
0151540034,PO015154NRA192,MI,NERVIANO,Actavis Italy Spa,,POZZO,1499133,5044090,,,,121,21.2,116.50,,,171.82,135.54597,90.39292,117.05784,84.26679,INDISTINTA,A+B+C,ISS+ISI+ISP,,,,progPLUMES
0151540064,PO0151540U0064,MI,NERVIANO,C.A.P. - LOC.CANTONE - I COL. prof.164 m,,POZZO,1498315,5043055,166,,,157.47,128.72,157.47,,,165.96,130.23918,81.03477,112.56098,74.66751,INDISTINTA,C,ISP,,,,progPLUMES
0151540065,PO0151540U0065,MI,NERVIANO,C.A.P. - LOC.CANTONE - II COL. prof.210 m,,POZZO,1498315,5043055,166,,,197,178,197.00,,,165.96,130.23918,81.03477,112.56098,74.66751,INDISTINTA,C,ISP,,,,progPLUMES
0151540078,PO0151540R0078,MI,NERVIANO,a,,POZZO,1497613,5044574,,,,59,41,59.00,,,173.62,138.59421,85.23475,118.48926,82.01452,INDISTINTA,B,ISS,,,,progPLUMES
0151570001,PO0151570U0001,MI,NOVATE MILANESE,Via Manzoni,,POZZO,1510892,5042255,145.9,,,68,54,64.00,,,145.47,112.3616,72.94875,118.5854,72.76001,SEPARATA,B,ISI,,,,progPLUMES
0151570009,PO015157NR0009,MI,NOVATE MILANESE,I-PI-CI - VIA VIALBA N.46,,POZZO,1510490,5041250,,,,77,68,74.00,,,143.23,100.86892,58.74961,114.76502,64.18528,SEPARATA,B,ISI,,,,progPLUMES
0151710007,171007,MI,PESCHIERA BORROMEO,Via S.Francesco,,PIEZOMETRO,1524612,5031209,100,,,30,3,30.00,,,100.55,56.54095,-19.86155,57.6606,-38.68309,SEPARATA,A,ISS,,,,progPLUMES
0151570010,PO015157NR0010,MI,NOVATE MILANESE,I-PI-CI - VIA VIALBA N.46,,POZZO,1510490,5041190,,,,76,38,72.00,,,142.85,95.34365,58.20235,113.74641,62.1533,SEPARATA,A+B,ISI,,,,progPLUMES
0151570018,PO015157NRA132,MI,NOVATE MILANESE,Centro C.le Metropoli,,POZZO,1511798,5040743,,,,ND,ND,ND,,,139.46,102.82726,50.32788,110.02238,52.13398,SEPARATA,DUBBIO,DUBBIO,,,,progPLUMES
0151570059,PO015157NRA133,MI,NOVATE MILANESE,CINNEO SRL P2 - VIA AMORETTI 1,,POZZO,1511770,5040850,,,,40,28,40.00,,,140.59,103.1981,51.45212,111.20038,54.44931,SEPARATA,A,ISI,,,,progPLUMES
0151710198,PO015171NR0198,MI,PESCHIERA BORROMEO,CAVA GIUNONE DI PIOLTELLO PZ 3 - VIA PRIV. TROMBETTA sede di SEGRATE // VIA TRIE,,PIEZOMETRO,1524920,5034640,,,,ND,ND,ND,,,108.89,62.85278,4.64623,64.82613,-12.78371,SEPARATA,A,DUBBIO,,,,progPLUMES
0151570060,PO015157NRA134,MI,NOVATE MILANESE,Centro C.le Metropoli,,POZZO,1511630,5040780,,,,40,28,40.00,,,138.92,102.99672,51.02957,110.02238,52.13398,SEPARATA,A,ISI,,,,progPLUMES
0151570091,PO015157NRA138,MI,NOVATE MILANESE, EX TRIULZI - VIA VIALBA 56 ,POZZO 1,POZZO,1510535,5041399,144.85,SI,DA PRATICA,28.00,ND,ND,SI,PARZIALE,144.19,101.65,60.48,114.77,63.22,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151570092,PO015157NRA156,MI,NOVATE MILANESE, EX TRIULZI - VIA VIALBA 56 ,POZZO 2,POZZO,1510566,5041406,145.06,SI,DA PRATICA,28.00,ND,ND,SI,PARZIALE,143.99,102.22,60.36,115.70,65.33,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151570104,PO015157NR0003,MI,NOVATE MILANESE,EX DITTA IPICI  - VIA F.LLI BELTRAMI,P4,POZZO,1510478.89,5041399.88,,,DA SIF,27.00,ND,ND,,PARZIALE,144.08,101.37,60.86,114.77,63.22,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI157.0008 / MI157.0024,MIND
0151580001,PO0151580U0001,MI,NOVIGLIO,C.na Domenegasco,,POZZO,1505730,5022010,103.18,,,97,56,97.00,,,103.25,53.12524,-35.68103,50.7842,-40.5039,SEPARATA,B,ISI,,,,progPLUMES
0151580077,PO015158NU0077,MI,NOVIGLIO,AMIACQUE s.p. 203 - localitÓ Mairano,,POZZO,1504980,5022950,,,,146,93.5,146.00,,,104.9,50.39162,-32.46556,60.87435,-40.57218,SEPARATA,B+C,ISI,,,,progPLUMES
0151590001,PO0151590U0001,MI,OPERA,Via Giovanni XXIII,,POZZO,1516523,5024973,98.96,,,73,63,73.00,,,98.49,28.33663,-50.26328,47.58242,-50.35334,SEPARATA,A,ISI,,,,progPLUMES
0151590002,PO0151590U0002,MI,OPERA,Via Giovanni XXIII,,POZZO,1516471,5024988,98.76,,,81.8,41.64,81.80,,,98.49,28.60289,-50.06008,47.58242,-50.35334,SEPARATA,A+B,ISS+ISI,,,,progPLUMES
0151590003,PO0151590U0003,MI,OPERA,Via Gramsci,,POZZO,1516405,5024365,99.36,,,89.6,68.46,89.60,,,98.3,26.91553,-53.24139,44.84916,-51.40014,SEPARATA,B,ISI,,,,progPLUMES
0151590004,PO0151590U0004,MI,OPERA,Mirasole - Noverasco,,POZZO,1516913,5027004,101.72,,,142.45,84.89,142.45,,,103.74,42.60756,-41.68269,55.95493,-46.29137,SEPARATA,B,ISI,,,,progPLUMES
0151590005,PO0151590U0005,MI,OPERA,Via Ungaretti,,POZZO,1517376,5025138,100.39,,,105.96,53.51,105.96,,,100.03,28.13578,-51.25112,46.08594,-50.74821,SEPARATA,A+B,ISI,,,,progPLUMES
0151590009,PO015159NR0009,MI,OPERA,"Pharmaopera Spa	VIA LAMBRO 38",,POZZO,1515850,5024148,,,,50,16,44.00,,,97.48,29.25905,-52.15919,47.1215,-51.05605,SEPARATA,A,ISS,,,,progPLUMES
0151710229,PO015171NR0229,MI,PESCHIERA BORROMEO,AREOPORTO LINATE - EX AGIP B  DEPOSITO SKY ,PZE3,PIEZOMETRO,1522229.50,5033315.70,,,DA MAPPA,10.00,ND,ND,,PARZIALE,107.46,63.94,5.21,64.16,-27.63,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151710230,PO015171NR0230,MI,PESCHIERA BORROMEO,AREOPORTO LINATE - EX AGIP B  DEPOSITO SKY ,PZE4,PIEZOMETRO,1522253.40,5033270.10,,,DA MAPPA,10.00,ND,ND,,PARZIALE,107.42,62.68,5.80,64.16,-27.63,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590012,PO015159NR0012,MI,OPERA,TRAFILERIE A. RONCONI SPA - VIA LAMBRO 9  ,INDUSTRIALE,POZZO,1516247,5024024,,,DA DB ACCESS,49.50,20.00,45.00,,MULTIPLO,98.90,27.41,-54.28,44.95,-51.35,SEPARATA,A+B,ISS,Log Stratigrafici\0151590012.pdf,ASSENTE,,MIND
0151710247,PO015171NR0247,MI,PESCHIERA BORROMEO,CARBODOLL SRL - PZ 9 - VIA F.LLI BANDIERA 21,,PIEZOMETRO,1522546,5031702,,,,15,ND,ND,,,103.55,52.7488,-4.69978,61.83659,-36.32134,SEPARATA,A,ISS,,,,progPLUMES
0151710262,PO015171NRA421,MI,PESCHIERA BORROMEO,AEROPORTO LINATE - EX AGIP A  DEPOSITO SKY   ,PZ06,PIEZOMETRO,1522527.00,5033186.00,,,DA SIF,15.00,3.00,15.00,,SINGOLO,106.11,62.45,4.51,63.58,-28.84,SEPARATA,A,ISS,Log Stratigrafici\0151710262.pdf,ASSENTE,,MIND
0151710263,PO015171NR0263,MI,PESCHIERA BORROMEO,AEROPORTO LINATE - EX AGIP A  DEPOSITO SKY   ,PZ07,PIEZOMETRO,1522476.00,5033184.00,,,DA DB ACCESS,15.00,3.00,15.00,,SINGOLO,105.94,62.45,4.50,63.58,-28.84,SEPARATA,A,ISS,Log Stratigrafici\0151710263.pdf,ASSENTE,,MIND
0151590136,PO0151590U0136,MI,OPERA,Parco - Via Madonnina,,POZZO,1517200,5024923,,,,105,65,105.00,,,98.05,27.35462,-52.03273,45.61466,-50.91962,SEPARATA,A+B,ISI,,,,progPLUMES
0151710341,PO015171NR0341,MI,PESCHIERA BORROMEO,FEDRIGONI VIA LIBERAZIONE 26 - PZ1,,PIEZOMETRO,1524959.48,5030514.98,,,,12,ND,ND,,,101.06,55.90481,-27.32815,56.02078,-41.3843,SEPARATA,A,ISS,,,,progPLUMES
0151710342,PO015171NR0342,MI,PESCHIERA BORROMEO,FEDRIGONI VIA LIBERAZIONE 26 - PZ2,,PIEZOMETRO,1525132.65,5030287.28,,,,12,ND,ND,,,99.05,52.91493,-30.14178,55.39898,-41.93511,SEPARATA,A,ISS,,,,progPLUMES
0151710349,PO015171NR0349,MI,PESCHIERA BORROMEO,"AREA EX NUOVA THERMO PHONIX, VIA IV NOVEMBRE 19 pz1",,PIEZOMETRO,1522075.46,5032033.73,,,,6,ND,ND,,,103.78,55.5151,-4.16456,62.66608,-34.20561,SEPARATA,A,ISS,,,,progPLUMES
0151710350,PO015171NR0350,MI,PESCHIERA BORROMEO,AREA EX NUOVA THERMO PHONIX  VIA IV NOVEMBRE 19 pz2,,PIEZOMETRO,1522054.71,5031964.81,,,,6,ND,ND,,,103.61,55.15853,-4.95978,62.4025,-35.26481,SEPARATA,A,ISS,,,,progPLUMES
0151710352,PO015171NR0352,MI,PESCHIERA BORROMEO,AREA EX NUOVA THERMO PHONIX VIA IV NOVEMBRE 19 pz4,,PIEZOMETRO,1522057.46,5032007.25,,,,6,ND,ND,,,103.73,55.47768,-4.5023,62.66608,-34.20561,SEPARATA,A,ISS,,,,progPLUMES
0151660001,PO0151660U0001,MI,PADERNO DUGNANO,VIA S.MICHELE DEL CARSO,POZZO N 1,POZZO,1512878,5046771,165.69,,DA DB ACCESS,63.00,39.00,63.00,,SINGOLO,165.87,145.12,95.02,114.00,92.47,INDISTINTA,B,ISS+ISI,Log Stratigrafici\0151660001.pdf,ASSENTE,,MIND
0151660003,PO0151660U0003,MI,PADERNO DUGNANO,Via S.Michele del Carso,,POZZO,1512878,5046812,165.78,,,68.38,42.8,68.38,,,165.85,145.69801,95.03114,113.9685,93.11093,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151660004,PO0151660U0004,MI,PADERNO DUGNANO,Via Diaz / Palazzolo,,POZZO,1511921,5047735,171.91,,,56.5,40.8,56.50,,,172.35,148.78271,105.85486,113.66192,ND,INDISTINTA,B,ISS,,,,progPLUMES
0151660005,PO0151660U0005,MI,PADERNO DUGNANO,Via S.Michele del Carso,,POZZO,1512877,5046733,165.61,,,68.7,41.7,68.70,,,165.25,144.85397,94.75386,113.99967,92.19295,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151660006,PO0151660U0006,MI,PADERNO DUGNANO,Via Diaz / Palazzolo,,POZZO,1511948,5047754,171.74,,,120.35,43.63,120.35,,,172.5,149.08324,105.99224,113.66192,ND,INDISTINTA,B+C,ISS+ISP,,,,progPLUMES
0151720031,PO015172NR0031,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZN,,PIEZOMETRO,1531751,5044120,,,,24,ND,ND,,,146.07,126.37091,106.12037,102.55663,79.25733,INDISTINTA,A,ISS,,,,progPLUMES
0151720033,PO015172NR0033,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZS,,PIEZOMETRO,1531842,5043655,,,,24,ND,ND,,,143.94,124.34296,98.35665,99.17606,75.40231,INDISTINTA,A,ISS,,,,progPLUMES
0151720035,PO015172NR0035,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZ1,,PIEZOMETRO,1531789.87,5043919.87,,,,33,ND,ND,,,145.05,125.88845,103.61874,101.00644,77.20374,INDISTINTA,A+B,ISS,,,,progPLUMES
0151720036,PO015172NR0036,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZ2,,PIEZOMETRO,1531766.9,5043912.86,,,,33,ND,ND,,,145.12,125.84641,103.61916,101.00644,77.20374,INDISTINTA,A+B,ISS,,,,progPLUMES
0151720037,PO015172NR0037,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZ3,,PIEZOMETRO,1531732.46,5043960.82,,,,33,ND,ND,,,145.45,125.94297,103.63375,101.00644,77.20374,INDISTINTA,A+B,ISS,,,,progPLUMES
0151720038,PO015172NRA098,MI,PESSANO CON BORNAGO,C.NA NOVELLANA PZ4,,PIEZOMETRO,1531774.76,5044131.19,,,,33,ND,ND,,,146.15,126.43448,106.53806,102.55663,79.25733,INDISTINTA,A+B,ISS,,,,progPLUMES
0151720049,PO015172NR0049,MI,PESSANO CON BORNAGO,CASCINA LODOLA PZ 1,,PIEZOMETRO,1532199.02,5044339.38,,,,30,15.00,30.00,,,144.99,127.2052,110.2813,104.23696,81.79004,INDISTINTA,B,ISS,,,,progPLUMES
0151720051,PO015172NR0051,MI,PESSANO CON BORNAGO,Cascina Lodola PZ 3,,PIEZOMETRO,1532307.92,5044180.29,,,,30,15.00,30.00,,,143.5,127.08694,107.61777,102.32487,79.78461,INDISTINTA,B,ISS,,,,progPLUMES
0151660007,PO0151660U0007,MI,PADERNO DUGNANO,Via Vallette / Calderara,,POZZO,1514450,5046495,163.41,,,80,44.6,80.00,,,163.82,139.63548,84.99177,113.29199,85.38001,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151660008,PO0151660U0008,MI,PADERNO DUGNANO,Via S.Michele del Carso,,POZZO,1512910,5046810,165.81,,,94,42.4,94.00,,,165.86,145.6861,94.69188,113.9685,93.11093,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151660009,PO0151660U0009,MI,PADERNO DUGNANO,Via Vallette / Calderara,,POZZO,1514482,5046466,162.83,,,76,50,76.00,,,163.59,139.47795,84.81835,113.29199,85.38001,INDISTINTA,B,ISI,,,,progPLUMES
0151730104,PO015173NR0104,MI,PIEVE EMANUELE,Erg Petroli spa via Amendola 2 pz 1,,PIEZOMETRO,1514775,5024461,,,,12,ND,ND,,,97.07,38.21066,-47.84672,53.71578,-48.70951,SEPARATA,A,ISS,,,,progPLUMES
0151660010,166010,MI,PADERNO DUGNANO,C.A.P. - VIA MONTE CIMONE  C.NA AMATA  PALAZZOLO,,POZZO,1511090,5046349,,,,63.07,36.79,63.07,,,166.45,137.8537,101.182,115.32696,95.40684,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151660014,PO0151660U0014,MI,PADERNO DUGNANO,C.A.P. - VIA MAGENTA  I - PALAZZOLO,,POZZO,1511750,5047315,170.56,,,120,57,120.00,,,170.03,146.65985,102.34417,114.17988,ND,INDISTINTA,B+C,ISP,,,,progPLUMES
