PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr [m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.]
CO,LOMAZZO,PO0131330U0009,01/03/2014,303.805,soggiacenza statica,68,235.805
CO,LOMAZZO,PO0131330U0009,01/04/2014,303.805,soggiacenza statica,67.3,236.505
CO,LOMAZZO,PO0131330U0009,01/05/2014,303.805,soggiacenza statica,67.1,236.705
CO,LOMAZZO,PO0131330U0009,01/06/2014,303.805,soggiacenza statica,67.1,236.705
CO,LOMAZZO,PO0131330U0009,01/07/2014,303.805,soggiacenza statica,66.4,237.405
CO,LOMAZZO,PO0131330U0009,01/08/2014,303.805,soggiacenza statica,66.2,237.605
CO,LOMAZZO,PO0131330U0009,01/09/2014,303.805,soggiacenza statica,66.4,237.405
CO,LOMAZZO,PO0131330U0009,01/10/2014,303.805,soggiacenza statica,66.5,237.305
CO,LOMAZZO,PO0131330U0009,01/11/2014,303.805,soggiacenza statica,66.3,237.505
CO,LOMAZZO,PO0131330U0009,01/12/2014,303.805,soggiacenza statica,65.1,238.705
CO,LOMAZZO,PO0131330U0009,01/01/2015,303.805,soggiacenza statica,65.1,238.705
CO,LOMAZZO,PO0131330U0009,01/02/2015,303.805,soggiacenza statica,64.4,239.405
CO,LOMAZZO,PO0131330U0009,01/03/2015,303.805,soggiacenza statica,64.6,239.205
CO,LOMAZZO,PO0131330U0009,01/04/2015,303.805,soggiacenza statica,64.7,239.105
CO,LOMAZZO,PO0131330U0009,01/05/2015,303.805,soggiacenza statica,65.2,238.605
CO,LOMAZZO,PO0131330U0009,01/06/2015,303.805,soggiacenza statica,65.7,238.105
CO,LOMAZZO,PO0131330U0009,01/07/2015,303.805,soggiacenza statica,65.9,237.905
CO,LOMAZZO,PO0131330U0009,01/08/2015,303.805,soggiacenza statica,65.9,237.905
CO,LOMAZZO,PO0131330U0009,01/09/2015,303.805,soggiacenza statica,66.3,237.505
CO,LOMAZZO,PO0131330U0009,01/10/2015,303.805,soggiacenza statica,66.5,237.305
CO,LOMAZZO,PO0131330U0009,01/11/2015,303.805,soggiacenza statica,66.4,237.405
CO,LOMAZZO,PO0131330U0009,01/12/2015,303.805,soggiacenza statica,66.4,237.405
CO,LOMAZZO,PO0131330U0009,01/01/2016,303.805,soggiacenza statica,66.1,237.705
CO,LOMAZZO,PO0131330U0009,01/02/2016,303.805,soggiacenza statica,66.2,237.605
CO,LOMAZZO,PO0131330U0009,01/03/2016,303.805,soggiacenza statica,66.4,237.405
CO,LOMAZZO,PO0131330U0009,01/04/2016,303.805,soggiacenza statica,67.6,236.205
CO,LOMAZZO,PO0131330U0009,01/05/2016,303.805,soggiacenza statica,67.8,236.005
CO,LOMAZZO,PO0131330U0009,01/06/2016,303.805,soggiacenza statica,68.1,235.705
CO,LOMAZZO,PO0131330U0009,01/07/2016,303.805,soggiacenza statica,68,235.805
CO,LOMAZZO,PO0131330U0009,01/08/2016,303.805,soggiacenza statica,68.3,235.505
CO,LOMAZZO,PO0131330U0009,01/09/2016,303.805,soggiacenza statica,68.1,235.705
CO,LOMAZZO,PO0131330U0009,01/10/2016,303.805,soggiacenza statica,68.7,235.105
CO,LOMAZZO,PO0131330U0009,01/11/2016,303.805,soggiacenza statica,68.7,235.105
CO,LOMAZZO,PO0131330U0009,01/12/2016,303.805,soggiacenza statica,68.4,235.405
CO,LOMAZZO,PO0131330U0009,16/01/2017,303.805,soggiacenza statica,69.2,234.605
CO,LOMAZZO,PO0131330U0009,01/02/2017,303.805,soggiacenza statica,68.8,235.005
CO,LOMAZZO,PO0131330U0009,15/03/2017,303.805,soggiacenza statica,70.5,233.305
CO,LOMAZZO,PO0131330U0009,28/04/2017,303.805,soggiacenza statica,69.6,234.205
CO,LOMAZZO,PO0131330U0009,30/05/2017,303.805,soggiacenza statica,70,233.805
CO,LOMAZZO,PO0131330U0009,29/06/2017,303.805,soggiacenza statica,70.2,233.605
CO,LOMAZZO,PO0131330U0009,03/08/2017,303.805,soggiacenza statica,70.2,233.605
CO,LOMAZZO,PO0131330U0009,06/09/2017,303.805,soggiacenza statica,70.3,233.505
CO,LOMAZZO,PO0131330U0009,04/10/2017,303.805,soggiacenza statica,70.3,233.505
CO,LOMAZZO,PO0131330U0009,06/11/2017,303.805,soggiacenza statica,70.4,233.405
CO,LOMAZZO,PO0131330U0009,06/12/2017,303.805,soggiacenza statica,70.5,233.305
CO,LOMAZZO,PO0131330U0009,03/01/2018,303.805,soggiacenza statica,70.7,233.105
CO,LOMAZZO,PO0131330U0009,06/02/2018,303.805,soggiacenza statica,71.1,232.705
CO,LOMAZZO,PO0131330U0009,08/03/2018,303.805,soggiacenza statica,71.4,232.405
CO,LOMAZZO,PO0131330U0009,03/04/2018,303.805,soggiacenza statica,71.5,232.305
CO,LOMAZZO,PO0131330U0009,04/05/2018,303.805,soggiacenza statica,71.8,232.005
CO,LOMAZZO,PO0131330U0009,05/06/2018,303.805,soggiacenza statica,72.2,231.605
CO,LOMAZZO,PO0131330U0009,05/07/2018,303.805,soggiacenza statica,71.7,232.105
CO,LOMAZZO,PO0131330U0009,01/08/2018,303.805,soggiacenza statica,71.9,231.905
CO,LOMAZZO,PO0131330U0009,10/09/2018,303.805,soggiacenza statica,71.7,232.105
CO,LOMAZZO,PO0131330U0009,04/10/2018,303.805,soggiacenza statica,71.8,232.005
CO,LOMAZZO,PO0131330U0009,07/11/2018,303.805,soggiacenza statica,71.6,232.205
CO,LOMAZZO,PO0131330U0009,05/12/2018,303.805,soggiacenza statica,71.6,232.205
CO,LOMAZZO,PO0131330U0009,07/01/2019,303.805,soggiacenza statica,71.6,232.205
CO,LOMAZZO,PO0131330U0009,04/02/2019,303.805,soggiacenza statica,71.7,232.105
CO,LOMAZZO,PO0131330U0009,07/03/2019,303.805,soggiacenza statica,71.8,232.005
CO,LOMAZZO,PO0131330U0009,07/05/2019,303.805,soggiacenza statica,71.9,231.905
CO,LOMAZZO,PO0131330U0009,03/06/2019,303.805,soggiacenza statica,72.3,231.505
CO,LOMAZZO,PO0131330U0009,15/07/2019,303.805,soggiacenza statica,72.2,231.605
CO,LOMAZZO,PO0131330U0009,05/08/2019,303.805,soggiacenza statica,72.7,231.105
CO,LOMAZZO,PO0131330U0009,02/09/2019,303.805,soggiacenza statica,72.9,230.905
CO,LOMAZZO,PO0131330U0009,04/10/2019,303.805,soggiacenza statica,73.7,230.105
CO,LOMAZZO,PO0131330U0009,05/11/2019,303.805,soggiacenza statica,73.7,230.105
CO,LOMAZZO,PO0131330U0009,16/12/2019,303.805,soggiacenza statica,73.5,230.305
CO,LOMAZZO,PO0131330U0009,14/01/2020,303.805,soggiacenza statica,73.6,230.205
CO,LOMAZZO,PO0131330U0009,04/02/2020,303.805,soggiacenza statica,73.7,230.105
CO,LOMAZZO,PO0131330U0009,05/03/2020,303.805,soggiacenza statica,73.7,230.105
CO,LOMAZZO,PO0131330U0009,05/05/2020,303.805,soggiacenza statica,73,230.805
CO,LOMAZZO,PO0131330U0009,04/06/2020,303.805,soggiacenza statica,72,231.805
CO,LOMAZZO,PO0131330U0009,15/07/2020,303.805,soggiacenza statica,73,230.805
CO,LOMAZZO,PO0131330U0009,11/08/2020,303.805,soggiacenza statica,73.2,230.605
CO,LOMAZZO,PO0131330U0009,03/09/2020,303.805,soggiacenza statica,73.2,230.605
CO,LOMAZZO,PO0131330U0009,12/10/2020,303.805,soggiacenza statica,72,231.805
CO,LOMAZZO,PO0131330U0009,04/02/2021,303.805,soggiacenza statica,72.3,231.505
CO,LOMAZZO,PO0131330U0009,02/03/2021,303.805,soggiacenza statica,72.3,231.505
CO,LOMAZZO,PO0131330U0009,14/04/2021,303.805,soggiacenza statica,72.1,231.705
VA,LONATE POZZOLO,PO012090NU2009,01/02/2001,208.446,soggiacenza statica,48.96,159.486
VA,LONATE POZZOLO,PO012090NU2009,01/04/2001,208.446,soggiacenza statica,48.56,159.886
VA,LONATE POZZOLO,PO012090NU2009,01/05/2001,208.446,soggiacenza statica,48.61,159.836
VA,LONATE POZZOLO,PO012090NU2009,01/06/2001,208.446,soggiacenza statica,48.86,159.586
VA,LONATE POZZOLO,PO012090NU2009,01/07/2001,208.446,soggiacenza statica,49.15,159.296
VA,LONATE POZZOLO,PO012090NU2009,01/08/2001,208.446,soggiacenza statica,49.3,159.146
VA,LONATE POZZOLO,PO012090NU2009,01/09/2001,208.446,soggiacenza statica,49.36,159.086
VA,LONATE POZZOLO,PO012090NU2009,01/10/2001,208.446,soggiacenza statica,49.41,159.036
VA,LONATE POZZOLO,PO012090NU2009,01/11/2001,208.446,soggiacenza statica,49.56,158.886
VA,LONATE POZZOLO,PO012090NU2009,01/12/2001,208.446,soggiacenza statica,49.61,158.836
VA,LONATE POZZOLO,PO012090NU2009,01/01/2002,208.446,soggiacenza statica,49.75,158.696
VA,LONATE POZZOLO,PO012090NU2009,01/02/2002,208.446,soggiacenza statica,49.97,158.476
VA,LONATE POZZOLO,PO012090NU2009,01/03/2002,208.446,soggiacenza statica,50.08,158.366
VA,LONATE POZZOLO,PO012090NU2009,01/04/2002,208.446,soggiacenza statica,50.1,158.346
VA,LONATE POZZOLO,PO012090NU2009,01/05/2002,208.446,soggiacenza statica,49.67,158.776
VA,LONATE POZZOLO,PO012090NU2009,01/06/2002,208.446,soggiacenza statica,49.4,159.046
VA,LONATE POZZOLO,PO012090NU2009,01/07/2002,208.446,soggiacenza statica,49.38,159.066
VA,LONATE POZZOLO,PO012090NU2009,01/08/2002,208.446,soggiacenza statica,49.37,159.076
VA,LONATE POZZOLO,PO012090NU2009,01/09/2002,208.446,soggiacenza statica,49.45,158.996
VA,LONATE POZZOLO,PO012090NU2009,01/10/2002,208.446,soggiacenza statica,49.6,158.846
VA,LONATE POZZOLO,PO012090NU2009,01/11/2002,208.446,soggiacenza statica,49.6,158.846
VA,LONATE POZZOLO,PO012090NU2009,01/12/2002,208.446,soggiacenza statica,48.79,159.656
VA,LONATE POZZOLO,PO012090NU2009,01/01/2003,208.446,soggiacenza statica,48.74,159.706
VA,LONATE POZZOLO,PO012090NU2009,01/02/2003,208.446,soggiacenza statica,48.2,160.246
VA,LONATE POZZOLO,PO012090NU2009,01/03/2003,208.446,soggiacenza statica,48.08,160.366
VA,LONATE POZZOLO,PO012090NU2009,01/04/2003,208.446,soggiacenza statica,48.3,160.146
VA,LONATE POZZOLO,PO012090NU2009,01/05/2003,208.446,soggiacenza statica,49.49,158.956
VA,LONATE POZZOLO,PO012090NU2009,01/06/2003,208.446,soggiacenza statica,49.41,159.036
VA,LONATE POZZOLO,PO012090NU2009,01/07/2003,208.446,soggiacenza statica,49.19,159.256
VA,LONATE POZZOLO,PO012090NU2009,01/08/2003,208.446,soggiacenza statica,49.58,158.866
VA,LONATE POZZOLO,PO012090NU2009,01/09/2003,208.446,soggiacenza statica,49.64,158.806
VA,LONATE POZZOLO,PO012090NU2009,01/10/2003,208.446,soggiacenza statica,50.3,158.146
VA,LONATE POZZOLO,PO012090NU2009,01/11/2003,208.446,soggiacenza statica,50.23,158.216
VA,LONATE POZZOLO,PO012090NU2009,01/12/2003,208.446,soggiacenza statica,50.2,158.246
VA,LONATE POZZOLO,PO012090NU2009,01/01/2004,208.446,soggiacenza statica,49.76,158.686
VA,LONATE POZZOLO,PO012090NU2009,01/02/2004,208.446,soggiacenza statica,49.78,158.666
VA,LONATE POZZOLO,PO012090NU2009,01/03/2004,208.446,soggiacenza statica,49.72,158.726
VA,LONATE POZZOLO,PO012090NU2009,01/04/2004,208.446,soggiacenza statica,49.7,158.746
VA,LONATE POZZOLO,PO012090NU2009,01/05/2004,208.446,soggiacenza statica,49.92,158.526
VA,LONATE POZZOLO,PO012090NU2009,01/06/2004,208.446,soggiacenza statica,49.96,158.486
VA,LONATE POZZOLO,PO012090NU2009,01/07/2004,208.446,soggiacenza statica,49.46,158.986
VA,LONATE POZZOLO,PO012090NU2009,01/08/2004,208.446,soggiacenza statica,49.45,158.996
VA,LONATE POZZOLO,PO012090NU2009,01/09/2004,208.446,soggiacenza statica,49.6,158.846
VA,LONATE POZZOLO,PO012090NU2009,01/10/2004,208.446,soggiacenza statica,49.75,158.696
VA,LONATE POZZOLO,PO012090NU2009,01/11/2004,208.446,soggiacenza statica,49.65,158.796
VA,LONATE POZZOLO,PO012090NU2009,01/12/2004,208.446,soggiacenza statica,50.45,157.996
VA,LONATE POZZOLO,PO012090NU2009,01/01/2005,208.446,soggiacenza statica,49.89,158.556
VA,LONATE POZZOLO,PO012090NU2009,01/02/2005,208.446,soggiacenza statica,50.01,158.436
VA,LONATE POZZOLO,PO012090NU2009,01/03/2005,208.446,soggiacenza statica,50.19,158.256
VA,LONATE POZZOLO,PO012090NU2009,01/04/2005,208.446,soggiacenza statica,50.62,157.826
VA,LONATE POZZOLO,PO012090NU2009,01/05/2005,208.446,soggiacenza statica,50.11,158.336
VA,LONATE POZZOLO,PO012090NU2009,01/06/2005,208.446,soggiacenza statica,50.6,157.846
VA,LONATE POZZOLO,PO012090NU2009,01/07/2005,208.446,soggiacenza statica,51.35,157.096
VA,LONATE POZZOLO,PO012090NU2009,01/08/2005,208.446,soggiacenza statica,52.53,155.916
VA,LONATE POZZOLO,PO012090NU2009,01/09/2005,208.446,soggiacenza statica,51.22,157.226
VA,LONATE POZZOLO,PO012090NU2009,01/10/2005,208.446,soggiacenza statica,50.6,157.846
VA,LONATE POZZOLO,PO012090NU2009,01/11/2005,208.446,soggiacenza statica,54.91,153.536
VA,LONATE POZZOLO,PO012090NU2009,01/12/2005,208.446,soggiacenza statica,50.9,157.546
VA,LONATE POZZOLO,PO012090NU2009,01/01/2006,208.446,soggiacenza statica,51.11,157.336
VA,LONATE POZZOLO,PO012090NU2009,01/02/2006,208.446,soggiacenza statica,51.13,157.316
VA,LONATE POZZOLO,PO012090NU2009,01/03/2006,208.446,soggiacenza statica,51.15,157.296
VA,LONATE POZZOLO,PO012090NU2009,01/04/2006,208.446,soggiacenza statica,51.65,156.796
VA,LONATE POZZOLO,PO012090NU2009,01/05/2006,208.446,soggiacenza statica,51.5,156.946
VA,LONATE POZZOLO,PO012090NU2009,01/06/2006,208.446,soggiacenza statica,51.4,157.046
VA,LONATE POZZOLO,PO012090NU2009,01/07/2006,208.446,soggiacenza statica,51.5,156.946
VA,LONATE POZZOLO,PO012090NU2009,01/08/2006,208.446,soggiacenza statica,51.45,156.996
VA,LONATE POZZOLO,PO012090NU2009,01/09/2006,208.446,soggiacenza statica,51.32,157.126
VA,LONATE POZZOLO,PO012090NU2009,01/10/2006,208.446,soggiacenza statica,51.32,157.126
VA,LONATE POZZOLO,PO012090NU2009,01/11/2006,208.446,soggiacenza statica,51.2,157.246
VA,LONATE POZZOLO,PO012090NU2009,01/12/2006,208.446,soggiacenza statica,51.34,157.106
VA,LONATE POZZOLO,PO012090NU2009,28/02/2007,208.446,soggiacenza statica,51.4,157.046
VA,LONATE POZZOLO,PO012090NU2009,29/03/2007,208.446,soggiacenza statica,51.54,156.906
VA,LONATE POZZOLO,PO012090NU2009,02/05/2007,208.446,soggiacenza statica,51.67,156.776
VA,LONATE POZZOLO,PO012090NU2009,04/06/2007,208.446,soggiacenza statica,51.75,156.696
VA,LONATE POZZOLO,PO012090NU2009,01/07/2007,208.446,soggiacenza statica,51.7,156.746
VA,LONATE POZZOLO,PO012090NU2009,01/08/2007,208.446,soggiacenza statica,51.7,156.746
VA,LONATE POZZOLO,PO012090NU2009,09/10/2007,208.446,soggiacenza statica,51.73,156.716
VA,LONATE POZZOLO,PO012090NU2009,28/12/2007,208.446,soggiacenza statica,51.78,156.666
VA,LONATE POZZOLO,PO012090NU2009,15/01/2008,208.446,soggiacenza statica,51.84,156.606
VA,LONATE POZZOLO,PO012090NU2009,15/02/2008,208.446,soggiacenza statica,52.03,156.416
VA,LONATE POZZOLO,PO012090NU2009,15/03/2008,208.446,soggiacenza statica,52.13,156.316
VA,LONATE POZZOLO,PO012090NU2009,15/04/2008,208.446,soggiacenza statica,50.89,157.556
VA,LONATE POZZOLO,PO012090NU2009,15/05/2008,208.446,soggiacenza statica,50.75,157.696
VA,LONATE POZZOLO,PO012090NU2009,15/06/2008,208.446,soggiacenza statica,50.78,157.666
VA,LONATE POZZOLO,PO012090NU2009,15/07/2008,208.446,soggiacenza statica,51.22,157.226
VA,LONATE POZZOLO,PO012090NU2009,15/08/2008,208.446,soggiacenza statica,51.16,157.286
VA,LONATE POZZOLO,PO012090NU2009,15/09/2008,208.446,soggiacenza statica,50.9,157.546
VA,LONATE POZZOLO,PO012090NU2009,15/10/2008,208.446,soggiacenza statica,50.88,157.566
VA,LONATE POZZOLO,PO012090NU2009,15/11/2008,208.446,soggiacenza statica,50.55,157.896
VA,LONATE POZZOLO,PO012090NU2009,15/12/2008,208.446,soggiacenza statica,50.36,158.086
VA,LONATE POZZOLO,PO012090NU2009,27/02/2009,208.446,soggiacenza statica,50.04,158.406
VA,LONATE POZZOLO,PO012090NU2009,27/03/2009,208.446,soggiacenza statica,50.25,158.196
VA,LONATE POZZOLO,PO012090NU2009,30/04/2009,208.446,soggiacenza statica,50.19,158.256
VA,LONATE POZZOLO,PO012090NU2009,27/05/2009,208.446,soggiacenza statica,50.31,158.136
VA,LONATE POZZOLO,PO012090NU2009,29/06/2009,208.446,soggiacenza statica,49.73,158.716
VA,LONATE POZZOLO,PO012090NU2009,31/07/2009,208.446,soggiacenza statica,50.34,158.106
VA,LONATE POZZOLO,PO012090NU2009,28/08/2009,208.446,soggiacenza statica,49.86,158.586
VA,LONATE POZZOLO,PO012090NU2009,30/09/2009,208.446,soggiacenza statica,49.82,158.626
VA,LONATE POZZOLO,PO012090NU2009,30/10/2009,208.446,soggiacenza statica,51.61,156.836
VA,LONATE POZZOLO,PO012090NU2009,30/11/2009,208.446,soggiacenza statica,52.06,156.386
VA,LONATE POZZOLO,PO012090NU2009,30/12/2009,208.446,soggiacenza statica,49.97,158.476
VA,LONATE POZZOLO,PO012090NU2009,28/01/2010,208.446,soggiacenza statica,50.17,158.276
VA,LONATE POZZOLO,PO012090NU2009,25/02/2010,208.446,soggiacenza statica,50.13,158.316
VA,LONATE POZZOLO,PO012090NU2009,01/04/2010,208.446,soggiacenza statica,50.02,158.426
VA,LONATE POZZOLO,PO012090NU2009,31/05/2010,208.446,soggiacenza statica,49.65,158.796
VA,LONATE POZZOLO,PO012090NU2009,29/06/2010,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,30/07/2010,208.446,soggiacenza statica,49.75,158.696
VA,LONATE POZZOLO,PO012090NU2009,31/08/2010,208.446,soggiacenza statica,49.35,159.096
VA,LONATE POZZOLO,PO012090NU2009,28/09/2010,208.446,soggiacenza statica,49.82,158.626
VA,LONATE POZZOLO,PO012090NU2009,29/10/2010,208.446,soggiacenza statica,49.4,159.046
VA,LONATE POZZOLO,PO012090NU2009,30/11/2010,208.446,soggiacenza statica,48.96,159.486
VA,LONATE POZZOLO,PO012090NU2009,29/12/2010,208.446,soggiacenza statica,48.79,159.656
VA,LONATE POZZOLO,PO012090NU2009,27/01/2011,208.446,soggiacenza statica,48.65,159.796
VA,LONATE POZZOLO,PO012090NU2009,25/02/2011,208.446,soggiacenza statica,48.79,159.656
VA,LONATE POZZOLO,PO012090NU2009,29/03/2011,208.446,soggiacenza statica,48.9,159.546
VA,LONATE POZZOLO,PO012090NU2009,27/04/2011,208.446,soggiacenza statica,48.95,159.496
VA,LONATE POZZOLO,PO012090NU2009,31/05/2011,208.446,soggiacenza statica,48.88,159.566
VA,LONATE POZZOLO,PO012090NU2009,28/06/2011,208.446,soggiacenza statica,49.01,159.436
VA,LONATE POZZOLO,PO012090NU2009,29/07/2011,208.446,soggiacenza statica,49,159.446
VA,LONATE POZZOLO,PO012090NU2009,30/08/2011,208.446,soggiacenza statica,49.28,159.166
VA,LONATE POZZOLO,PO012090NU2009,30/09/2011,208.446,soggiacenza statica,49.2,159.246
VA,LONATE POZZOLO,PO012090NU2009,31/10/2011,208.446,soggiacenza statica,49.25,159.196
VA,LONATE POZZOLO,PO012090NU2009,30/11/2011,208.446,soggiacenza statica,49.05,159.396
VA,LONATE POZZOLO,PO012090NU2009,31/12/2011,208.446,soggiacenza statica,49.45,158.996
VA,LONATE POZZOLO,PO012090NU2009,31/01/2012,208.446,soggiacenza statica,49.4,159.046
VA,LONATE POZZOLO,PO012090NU2009,28/02/2012,208.446,soggiacenza statica,49.7,158.746
VA,LONATE POZZOLO,PO012090NU2009,31/03/2012,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,30/04/2012,208.446,soggiacenza statica,49.95,158.496
VA,LONATE POZZOLO,PO012090NU2009,31/05/2012,208.446,soggiacenza statica,49.95,158.496
VA,LONATE POZZOLO,PO012090NU2009,30/06/2012,208.446,soggiacenza statica,50.2,158.246
VA,LONATE POZZOLO,PO012090NU2009,31/08/2012,208.446,soggiacenza statica,50,158.446
VA,LONATE POZZOLO,PO012090NU2009,28/09/2012,208.446,soggiacenza statica,50.02,158.426
VA,LONATE POZZOLO,PO012090NU2009,31/10/2012,208.446,soggiacenza statica,50.06,158.386
VA,LONATE POZZOLO,PO012090NU2009,30/11/2012,208.446,soggiacenza statica,50.5,157.946
VA,LONATE POZZOLO,PO012090NU2009,31/12/2012,208.446,soggiacenza statica,51.22,157.226
VA,LONATE POZZOLO,PO012090NU2009,30/01/2013,208.446,soggiacenza statica,50.65,157.796
VA,LONATE POZZOLO,PO012090NU2009,28/02/2013,208.446,soggiacenza statica,50.68,157.766
VA,LONATE POZZOLO,PO012090NU2009,30/03/2013,208.446,soggiacenza statica,50.74,157.706
VA,LONATE POZZOLO,PO012090NU2009,30/04/2013,208.446,soggiacenza statica,50.07,158.376
VA,LONATE POZZOLO,PO012090NU2009,30/05/2013,208.446,soggiacenza statica,50.4,158.046
VA,LONATE POZZOLO,PO012090NU2009,30/06/2013,208.446,soggiacenza statica,50,158.446
VA,LONATE POZZOLO,PO012090NU2009,30/07/2013,208.446,soggiacenza statica,50.2,158.246
VA,LONATE POZZOLO,PO012090NU2009,30/08/2013,208.446,soggiacenza statica,49.95,158.496
VA,LONATE POZZOLO,PO012090NU2009,30/09/2013,208.446,soggiacenza statica,50.03,158.416
VA,LONATE POZZOLO,PO012090NU2009,30/10/2013,208.446,soggiacenza statica,50,158.446
VA,LONATE POZZOLO,PO012090NU2009,30/11/2013,208.446,soggiacenza statica,50.56,157.886
VA,LONATE POZZOLO,PO012090NU2009,30/12/2013,208.446,soggiacenza statica,50.15,158.296
VA,LONATE POZZOLO,PO012090NU2009,30/01/2014,208.446,soggiacenza statica,49.5,158.946
VA,LONATE POZZOLO,PO012090NU2009,30/03/2014,208.446,soggiacenza statica,48.65,159.796
VA,LONATE POZZOLO,PO012090NU2009,21/04/2014,208.446,soggiacenza statica,49.3,159.146
VA,LONATE POZZOLO,PO012090NU2009,30/05/2014,208.446,soggiacenza statica,49.2,159.246
VA,LONATE POZZOLO,PO012090NU2009,30/06/2014,208.446,soggiacenza statica,50.3,158.146
VA,LONATE POZZOLO,PO012090NU2009,30/07/2014,208.446,soggiacenza statica,50.35,158.096
VA,LONATE POZZOLO,PO012090NU2009,30/08/2014,208.446,soggiacenza statica,50,158.446
VA,LONATE POZZOLO,PO012090NU2009,28/09/2014,208.446,soggiacenza statica,49.8,158.646
VA,LONATE POZZOLO,PO012090NU2009,28/10/2014,208.446,soggiacenza statica,49.5,158.946
VA,LONATE POZZOLO,PO012090NU2009,28/11/2014,208.446,soggiacenza statica,48.75,159.696
VA,LONATE POZZOLO,PO012090NU2009,28/12/2014,208.446,soggiacenza statica,48.7,159.746
VA,LONATE POZZOLO,PO012090NU2009,30/01/2015,208.446,soggiacenza statica,50.15,158.296
VA,LONATE POZZOLO,PO012090NU2009,27/02/2015,208.446,soggiacenza statica,48.7,159.746
VA,LONATE POZZOLO,PO012090NU2009,27/03/2015,208.446,soggiacenza statica,48.3,160.146
VA,LONATE POZZOLO,PO012090NU2009,30/04/2015,208.446,soggiacenza statica,48.69,159.756
VA,LONATE POZZOLO,PO012090NU2009,29/05/2015,208.446,soggiacenza statica,48.7,159.746
VA,LONATE POZZOLO,PO012090NU2009,30/06/2015,208.446,soggiacenza statica,48.8,159.646
VA,LONATE POZZOLO,PO012090NU2009,31/07/2015,208.446,soggiacenza statica,48.85,159.596
VA,LONATE POZZOLO,PO012090NU2009,31/08/2015,208.446,soggiacenza statica,48.8,159.646
VA,LONATE POZZOLO,PO012090NU2009,30/09/2015,208.446,soggiacenza statica,48.9,159.546
VA,LONATE POZZOLO,PO012090NU2009,30/10/2015,208.446,soggiacenza statica,48.8,159.646
VA,LONATE POZZOLO,PO012090NU2009,30/11/2015,208.446,soggiacenza statica,49,159.446
VA,LONATE POZZOLO,PO012090NU2009,30/12/2015,208.446,soggiacenza statica,49.05,159.396
VA,LONATE POZZOLO,PO012090NU2009,29/01/2016,208.446,soggiacenza statica,49.5,158.946
VA,LONATE POZZOLO,PO012090NU2009,28/02/2016,208.446,soggiacenza statica,49.5,158.946
VA,LONATE POZZOLO,PO012090NU2009,31/03/2016,208.446,soggiacenza statica,49.7,158.746
VA,LONATE POZZOLO,PO012090NU2009,29/04/2016,208.446,soggiacenza statica,49.75,158.696
VA,LONATE POZZOLO,PO012090NU2009,30/05/2016,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,29/06/2016,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,29/07/2016,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,31/08/2016,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,28/10/2016,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,29/11/2016,208.446,soggiacenza statica,49.6,158.846
VA,LONATE POZZOLO,PO012090NU2009,30/12/2016,208.446,soggiacenza statica,51,157.446
VA,LONATE POZZOLO,PO012090NU2009,09/01/2017,208.446,soggiacenza statica,51,157.446
VA,LONATE POZZOLO,PO012090NU2009,09/02/2017,208.446,soggiacenza statica,49.9,158.546
VA,LONATE POZZOLO,PO012090NU2009,06/03/2017,208.446,soggiacenza statica,49.6,158.846
VA,LONATE POZZOLO,PO012090NU2009,06/04/2017,208.446,soggiacenza statica,49.7,158.746
VA,LONATE POZZOLO,PO012090NU2009,11/05/2017,208.446,soggiacenza statica,49.8,158.646
VA,LONATE POZZOLO,PO012090NU2009,07/06/2017,208.446,soggiacenza statica,49.55,158.896
VA,LONATE POZZOLO,PO012090NU2009,04/07/2017,208.446,soggiacenza statica,49.75,158.696
VA,LONATE POZZOLO,PO012090NU2009,01/08/2017,208.446,soggiacenza statica,50,158.446
VA,LONATE POZZOLO,PO012090NU2009,04/09/2017,208.446,soggiacenza statica,48.9,159.546
VA,LONATE POZZOLO,PO012090NU2009,06/10/2017,208.446,soggiacenza statica,50.6,157.846
VA,LONATE POZZOLO,PO012090NU2009,06/11/2017,208.446,soggiacenza statica,50.15,158.296
VA,LONATE POZZOLO,PO012090NU2009,04/01/2018,208.446,soggiacenza statica,50.5,157.946
VA,LONATE POZZOLO,PO012090NU2009,16/02/2018,208.446,soggiacenza statica,51.27,157.176
VA,LONATE POZZOLO,PO012090NU2009,27/04/2018,208.446,soggiacenza statica,51.01,157.436
VA,LONATE POZZOLO,PO012090NU2009,31/05/2018,208.446,soggiacenza statica,51.12,157.326
VA,LONATE POZZOLO,PO012090NU2009,28/06/2018,208.446,soggiacenza statica,51.18,157.266
VA,LONATE POZZOLO,PO012090NU2009,29/08/2018,208.446,soggiacenza statica,51.2,157.246
